1.003256	3.000000	3.000000	0.673281
1.110061	3.000000	3.000000	1.165758
1.008593	3.000000	3.000000	1.463264
0.925770	3.000000	3.000000	0.552523
1.235046	3.000000	3.000000	0.681525
1.074808	3.000000	3.000000	0.815319
1.088861	3.000000	3.000000	0.942274
0.859773	3.000000	3.000000	0.770545
1.048819	3.000000	3.000000	0.573287
0.980395	3.000000	3.000000	0.946787
1.029158	3.000000	3.000000	1.425793
1.158770	3.000000	3.000000	1.059343
1.069662	3.000000	3.000000	0.758660
0.975628	3.000000	3.000000	1.250526
0.883416	3.000000	3.000000	1.064701
1.010487	3.000000	3.000000	0.655614
1.258549	3.000000	3.000000	1.216676
1.018733	3.000000	3.000000	0.799933
0.806698	3.000000	3.000000	0.975252
0.820532	3.000000	3.000000	0.868310
0.911197	3.000000	3.000000	1.252113
0.945547	3.000000	3.000000	1.030028
0.939967	3.000000	3.000000	1.091056
1.073936	3.000000	3.000000	1.146990
0.980588	3.000000	3.000000	1.513566
0.916041	3.000000	3.000000	0.358493
0.892784	3.000000	3.000000	1.406378
1.012405	3.000000	3.000000	1.288286
0.803910	3.000000	3.000000	1.431009
0.879215	3.000000	3.000000	0.940691
